,VTa,VYMIa,VSSa,SONYa,CHEKa,VTVa,VYMa,ERUSa,VBRa,VTp,VYMIp,VSSp,SONYp,CHEKp,VTVp,VYMp,ERUSp,VBRp,VT_1p,VYMI_1p,VSS_1p,SONY_1p,CHEK_1p,VTV_1p,VYM_1p,ERUS_1p,VBR_1p
0,-4.574910002698289,-16.635175121149587,-1.2244941672179266e-05,-2.9921024236045923e-07,200.43146499359102,-19.569660176172874,-2.8652020676610164,1033.5708846249847,-1.4883304596011726,0.018854495412444255,0.009265145504072031,0.001293167088054396,0.0017555867289459812,-0.36807814351602797,0.032821514102162615,0.027632710587578407,-0.5527191590586561,0.016243873796782715,-0.027704752544759154,-0.020090248538035465,-0.019494515619289783,-0.08176611663421134,0.07719299507786918,-0.011543861630669564,-0.014705845380914656,-0.5373556033658115,0.016261209944089635
1,57.83440874755502,0.00018709857567955623,8.025360784813529e-07,-4.437864745909792e-06,-7.92466365180087,20.747076612978617,0.00030099990084409,0.0,5.7251590533269336e-05,-0.080955693907645,-0.05575278513542325,-0.0740979918981781,-0.16220422725359993,-0.06958768334572536,-0.04790922589298869,-0.042049177897536726,0.0,-0.06337400487518316,0.018854495412444255,0.009265145504072031,0.001293167088054396,0.0017555867289459812,-0.36807814351602797,0.032821514102162615,0.027632710587578407,-0.5527191590586561,0.016243873796782715
2,-0.0034041721980884176,-45.219833551389456,2.063854651623842e-06,3.870907065106621e-06,-5.4944399521302785,-5.921215688431403e-05,-0.0002590847298620247,0.0,-3.6232092668342375e-05,0.00494147047592258,0.03101016099128591,0.007933043670350436,0.09320158464425035,0.005540227126394939,0.024093873789501903,0.03515317199907298,0.0,0.018629858920678356,-0.080955693907645,-0.05575278513542325,-0.0740979918981781,-0.16220422725359993,-0.06958768334572536,-0.04790922589298869,-0.042049177897536726,0.0,-0.06337400487518316
3,-13.135569893944876,-21.907839553121903,-1.5365145012760877,3.7809230803986793e-06,11.50076789729917,-6.771448337327456,-4.138059381933942,0.0,-2.0105736361820163,-0.0812175144949348,-0.0894439017369591,-0.10410054342368578,-0.1307537269231496,-0.14876038105987105,-0.0788592538034123,-0.07845780583476956,0.0,-0.10318605416282513,0.00494147047592258,0.03101016099128591,0.007933043670350436,0.09320158464425035,0.005540227126394939,0.024093873789501903,0.03515317199907298,0.0,0.018629858920678356
4,0.0017513490388409991,0.00026383926342532504,-1.4676184378004109e-05,-3.390555505689008e-06,13.157184691743282,-0.00016276785481750267,-2.3141784538438515e-05,0.0,7.180768460557374e-05,0.06983846677608843,0.016150892880451552,0.05919972660323726,0.044270550265321375,-0.012944971833043103,0.050576443688756634,0.046017749610946575,0.0,0.09825104652575206,-0.0812175144949348,-0.0894439017369591,-0.10410054342368578,-0.1307537269231496,-0.14876038105987105,-0.0788592538034123,-0.07845780583476956,0.0,-0.10318605416282513
5,313.2050967415578,219.96333105572285,5.4135605751071125e-05,1.2081917475370574e-06,-16.393458513251403,0.00017432378126613912,106.5339928884128,-1028.462328053618,-4.450857733218072e-05,-0.04052586354534063,-0.03563666176716265,-0.046743626975703764,-0.07073428924581482,0.14754100154721936,-0.02677749764709966,-0.024534708301378744,0.004076977742361422,-0.02747042053733843,0.06983846677608843,0.016150892880451552,0.05919972660323726,0.044270550265321375,-0.012944971833043103,0.050576443688756634,0.046017749610946575,0.0,0.09825104652575206
6,400.3669184828268,496.8736132229078,-0.6662624847295433,-6.687621805667732e-06,-3.288532013812073e-05,97.70064373578771,101.36489224534841,0.0,-2.142012987258738,-0.09528949162109925,-0.08585189750840112,-0.10799327662517139,-0.1928165811793073,-0.1714285441807338,-0.07811713454798776,-0.078807126139805,0.0,-0.0992554550357006,-0.04052586354534063,-0.03563666176716265,-0.046743626975703764,-0.07073428924581482,0.14754100154721936,-0.02677749764709966,-0.024534708301378744,0.004076977742361422,-0.02747042053733843
7,0.005903010273868858,-8.916862498153932e-06,2.404851056780899e-05,2.9553958285077897e-06,-6.851108082628343e-06,6.941546735106385e-05,-3.933668301669968e-05,0.0,-9.980052698210784e-05,0.06376786919279502,0.05399692766052249,0.0366339245378159,0.05339575341130999,-0.17241378743356547,0.11734687143761055,0.12225976069169033,0.0,0.12001421524929118,-0.09528949162109925,-0.08585189750840112,-0.10799327662517139,-0.1928165811793073,-0.1714285441807338,-0.07811713454798776,-0.078807126139805,0.0,-0.0992554550357006
8,-0.006316756480373442,0.0002969772849610308,1.7716152910907113e-05,2.1766249886923106e-06,2.8711291747640644e-05,-0.00013060464971204055,0.004724428059148522,0.0,6.577759859283105e-05,0.0828268913803537,0.11394705044036499,0.11318985052939448,0.23121384603346123,-0.27916668736272304,0.059940686976322384,0.06264079099786128,0.0,0.05560035637434825,0.06376786919279502,0.05399692766052249,0.0366339245378159,0.05339575341130999,-0.17241378743356547,0.11734687143761055,0.12225976069169033,0.0,0.12001421524929118
9,-18.706496251675162,-47.672490592461145,96.57213946658345,1.2329206953154426e-06,-1.0649279374774778e-05,-8.479570244002844,-6.204992046563689,0.0,-2.901287895943085,-0.044373745395821895,-0.01394436657600049,-0.02289638229180721,-0.08173830432733713,-0.36416184293976445,-0.03302070414931907,-0.03494577602070502,0.0,-0.05678063284150123,0.0828268913803537,0.11394705044036499,0.11318985052939448,0.23121384603346123,-0.27916668736272304,0.059940686976322384,0.06264079099786128,0.0,0.05560035637434825
10,-0.005716528748962446,-0.00011997754700132646,-2.7514381599758053e-05,-5.768995663402166e-07,3.7308421269699465e-05,-0.00021933655625616666,-9.600801388387481e-05,0.0,2.459709327240489e-05,0.07645887211259664,0.07940241466861632,0.08763744690336454,0.1727844850038587,0.3863635846405986,0.027855151944433866,0.0236576787409344,0.0,0.09074300821120304,-0.044373745395821895,-0.01394436657600049,-0.02289638229180721,-0.08173830432733713,-0.36416184293976445,-0.03302070414931907,-0.03494577602070502,0.0,-0.05678063284150123
11,0.005370541860429512,214.79912233122832,1.2826379929720133e-05,-3.2141738302016165e-06,-1.1843943639178178e-06,4.880173173660296e-05,-0.004809599717304991,0.0,-7.207027812228262e-05,-0.031795503554269716,-0.033281587178847404,-0.03147918682800516,-0.06572766950137991,0.08196721439622995,-0.032367659821448694,-0.03511769840894106,0.0,-0.0225735841649088,0.07645887211259664,0.07940241466861632,0.08763744690336454,0.1727844850038587,0.3863635846405986,0.027855151944433866,0.0236576787409344,0.0,0.09074300821120304
12,94.59937281695602,-23.375446532809292,-1.5096613424248062e-05,5.075167877066633e-07,2.2230171680348576e-05,-7.036671747305718,-4.810168359176828,0.0,-2.4226772151466776,0.028501591710246185,0.0019404538187677693,0.008679623002528659,0.08458960923589397,-0.5666666762997407,-0.0046181531863178065,-0.005890652578425478,0.0,-0.056733740804259365,-0.031795503554269716,-0.033281587178847404,-0.03147918682800516,-0.06572766950137991,0.08196721439622995,-0.032367659821448694,-0.03511769840894106,0.0,-0.0225735841649088
13,102.80764211711266,0.00015612640436302172,-3.566561679235747e-05,3.7252566329470937e-06,-4.7198249376378953e-05,4.688825561061094e-05,7.40356252890706e-05,0.0,-3.336960560318403e-05,0.014225341255465773,0.035189632188316215,0.015745217958911848,-0.010810847660645884,-0.048951004063202935,0.017739441024943958,0.012701310932927968,0.0,-0.009574119709312882,0.028501591710246185,0.0019404538187677693,0.008679623002528659,0.08458960923589397,-0.5666666762997407,-0.0046181531863178065,-0.005890652578425478,0.0,-0.056733740804259365
14,0.005754952486768161,53.423287483982676,4.5331976139095786e-05,1.2149529169391826e-06,1.051846663813194e-05,-0.00016888510549506464,-3.295330520813877e-05,0.0,7.117202630979591e-05,-0.012098567645958147,-0.04771556204686068,-0.0349676399971766,0.04494255449525092,0.1029411648693383,-0.04119223085923596,-0.051291604837872665,0.0,-0.03421537950560265,0.014225341255465773,0.035189632188316215,0.015745217958911848,-0.010810847660645884,-0.048951004063202935,0.017739441024943958,0.012701310932927968,0.0,-0.009574119709312882
15,-18.11765028414311,-80.91996925766671,98.51304507299153,-4.2737461569686275e-06,3.667978273824701e-05,-7.439458064860673,-5.532813974128999,0.0,-2.2630376460944603,0.058079649900412755,0.05411596702862224,0.04091928687282587,-0.03906079137586893,0.9066665967305502,0.061337609304213225,0.05510793528080652,0.0,0.0951858908177493,-0.012098567645958147,-0.04771556204686068,-0.0349676399971766,0.04494255449525092,0.1029411648693383,-0.04119223085923596,-0.051291604837872665,0.0,-0.03421537950560265
16,0.005330926692749927,0.0006696994159938185,-3.034301346360735e-05,2.6470132183931128e-06,-3.941237389426533e-05,-0.00011408382943045581,-0.00018899038707331783,0.0,2.313565721578925e-05,0.03722407244529214,0.043670725491134474,0.04933024698477301,0.0395379556019066,0.220279768373841,0.034553236150164174,0.040162158892409046,0.0,0.05435302380912842,0.058079649900412755,0.05411596702862224,0.04091928687282587,-0.03906079137586893,0.9066665967305502,0.061337609304213225,0.05510793528080652,0.0,0.0951858908177493
17,51.060088229430676,157.3187770237828,2.5776986944947566e-05,-4.564947701624078e-06,-2.6762489937937062e-05,0.00011614688764893799,154.7781350732049,0.0,-2.4327273195012822e-05,-0.02843229123376676,-0.041085382049422726,-0.03829901359516606,-0.11121790814551179,-0.16618908943299485,-0.02380800466292285,-0.023928171174651524,0.0,-0.034061528661610975,0.03722407244529214,0.043670725491134474,0.04933024698477301,0.0395379556019066,0.220279768373841,0.034553236150164174,0.040162158892409046,0.0,0.05435302380912842
18,-723.4635886971146,-47.84402944628073,-3.149690016805039,-1.509032841795488e-06,16.43189976672602,-7.088514861286512,147.64236089882343,0.0,-2.195644171004915,-0.042547741084133235,-0.01100992593611222,-0.04257299741378757,-0.009376111989493648,0.4639175612483793,-0.03280899278538453,-0.03353970591815282,0.0,-0.04808202397653006,-0.02843229123376676,-0.041085382049422726,-0.03829901359516606,-0.11121790814551179,-0.16618908943299485,-0.02380800466292285,-0.023928171174651524,0.0,-0.034061528661610975
19,-0.0001614401758160966,-0.00017699071577226277,9.878382343231351e-07,7.691651120467213e-07,4.09596327891029,8.58812597925862e-05,0.0052082669451465335,0.0,2.5629839683460887e-05,-0.029190736427253113,-0.030053281932847252,-0.049058381940739734,0.007766040058346674,-0.19953053929160358,-0.02639027246440905,-0.027777887038251788,0.0,-0.04840434860723456,-0.042547741084133235,-0.01100992593611222,-0.04257299741378757,-0.009376111989493648,0.4639175612483793,-0.03280899278538453,-0.03353970591815282,0.0,-0.04808202397653006
20,1.2827538284909679e-05,1.3902246169691352,1.5598754089296563e-05,7.2252229301739135e-06,-20.18404526035829,-0.00018200363706455391,-0.00519585363178976,0.0,-3.603799518714368e-05,0.09009506276945937,0.06946521928694323,0.093672613134227,0.03491864888526328,-0.14692086607888913,0.06679591364484937,0.06261832388376128,0.0,0.08657847140486076,-0.029190736427253113,-0.030053281932847252,-0.049058381940739734,0.007766040058346674,-0.19953053929160358,-0.02639027246440905,-0.027777887038251788,0.0,-0.04840434860723456
21,-16.002908451438316,-60.38286865668215,-11.130566865072865,-6.128934728621971e-06,-0.3437516104141878,-7.837747484407828,-9.61330141174301,0.0,-2.6380805923251955,0.0515751788624002,0.049546076470612536,0.06065013757553618,0.10168709486315822,-0.2849776620881665,0.05089971288566902,0.05625139755366057,0.0,0.09844390595249884,0.09009506276945937,0.06946521928694323,0.093672613134227,0.03491864888526328,-0.14692086607888913,0.06679591364484937,0.06261832388376128,0.0,0.08657847140486076
